1,돈암2동주민센터,서울특별시 성북구 흥천사길 7 (돈암동),서울특별시 성북구 흥천사길 7 
303,동화동주민센터,서울특별시 중구 다산로36길 100 (신당6동),서울특별시 중구 다산로36길 100 
304,명동주민센터,서울특별시 중구 퇴계로20길 3 (남산동 2가),서울특별시 중구 퇴계로20길 3 
305,소공동주민센터,서울특별시 중구 남대문로1길 31-5 (북창동),서울특별시 중구 남대문로1길 31-5 
306,신당5동주민센터,서울특별시 중구 다산로44길 85 (신당5동),서울특별시 중구 다산로44길 85 
307,신당동주민센터,서울특별시 중구 다산로 211 (신당동),서울특별시 중구 다산로 211 
308,약수동주민센터,서울특별시 중구 다산로 92 (신당3동),서울특별시 중구 다산로 92 
309,을지로동주민센터,서울특별시 중구 충무로9길 19 (을지로3가),서울특별시 중구 충무로9길 19 
310,장충동주민센터,서울특별시 중구 장충단로8길 22 (장충동1가),서울특별시 중구 장충단로8길 22 
311,중림동주민센터,서울특별시 중구 서소문로6길 16 (중림동),서울특별시 중구 서소문로6길 16 
312,청구동주민센터,서울특별시 중구 청구로3길 55 (신당4동),서울특별시 중구 청구로3길 55 
313,필동주민센터,서울특별시 중구 퇴계로36길 42 (필동2가),서울특별시 중구 퇴계로36길 42 
314,황학동주민센터,서울특별시 중구 황학동 난계로11길 52 (황학동),서울특별시 중구 황학동 난계로11길 52 
315,회현동주민센터,서울특별시 중구 퇴계로8길 46 (회현동1가),서울특별시 중구 퇴계로8길 46 
322,전농2동주민센터,서울특별시 동대문구 사가정로 137 (전농동),서울특별시 동대문구 사가정로 137 
323,제기동주민센터,서울특별시 동대문구 약령시로 71 (제기동),서울특별시 동대문구 약령시로 71 
324,청량리동주민센터,서울특별시 동대문구 왕산로43다길 5 (청량리동),서울특별시 동대문구 왕산로43다길 5 
325,회기동주민센터,서울특별시 동대문구 회기로25길 12-1 (회기동),서울특별시 동대문구 회기로25길 12-1 
326,휘경1동주민센터,서울특별시 동대문구 외대역동로6길 3 (휘경동),서울특별시 동대문구 외대역동로6길 3 
327,휘경2동주민센터,서울특별시 동대문구 한천로 329 (휘경동),서울특별시 동대문구 한천로 329 
328,노량진1동주민센터,서울특별시 동작구 장승배기로28길 30,서울특별시 동작구 장승배기로28길 30
329,노량진2동주민센터,서울특별시 동작구 장승배기로19길 48,서울특별시 동작구 장승배기로19길 48
330,대방동주민센터,서울특별시 동작구 여의대방로44길 20,서울특별시 동작구 여의대방로44길 20
331,사당1동주민센터,서울특별시 동작구 동작대로17길 28,서울특별시 동작구 동작대로17길 28
332,사당2동주민센터,서울특별시 동작구 동작대로29길 52,서울특별시 동작구 동작대로29길 52
333,사당3동주민센터,서울특별시 동작구 사당로17길 86,서울특별시 동작구 사당로17길 86
334,사당4동주민센터,서울특별시 동작구 사당로16아길 6,서울특별시 동작구 사당로16아길 6
335,사당5동주민센터,서울특별시 동작구 사당로2가길 219,서울특별시 동작구 사당로2가길 219
336,상도1동주민센터,서울특별시 동작구 상도로53길 9,서울특별시 동작구 상도로53길 9
337,상도2동주민센터,서울특별시 동작구 상도로 211,서울특별시 동작구 상도로 211
338,상도3동주민센터,서울특별시 동작구 성대로2길 11,서울특별시 동작구 성대로2길 11
339,상도4동주민센터,서울특별시 동작구 성대로29길 53,서울특별시 동작구 성대로29길 53
340,신대방1동주민센터,서울특별시 동작구 신대방길72,서울특별시 동작구 신대방길72
341,신대방2동주민센터,서울특별시 동작구 여의대방로24길 106,서울특별시 동작구 여의대방로24길 106
342,흑석동주민센터,서울특별시 동작구 흑석한강로 11,서울특별시 동작구 흑석한강로 11
343,공덕동주민센터,서울특별시 마포구 만리재옛길 84 (공덕동),서울특별시 마포구 만리재옛길 84 
344,대흥동주민센터,서울특별시 마포구 신촌로 26길 10 (노고산동),서울특별시 마포구 신촌로 26길 10 
345,도화동주민센터,서울특별시 마포구 도화길 37 (도화동),서울특별시 마포구 도화길 37 
346,석관동주민센터,서울특별시 성북구 화랑로 296 (석관동),서울특별시 성북구 화랑로 296 
347,성북동주민센터,서울특별시 성북구 성북로 37 (성북동),서울특별시 성북구 성북로 37 
348,서초4동주민센터,서울특별시 서초구 서운로26길 3,서울특별시 서초구 서운로26길 3
349,양재1동주민센터,서울특별시 서초구 바우뫼로41 (우면동),서울특별시 서초구 바우뫼로41 
350,양재2동주민센터,서울특별시 서초구 강남대로12길 44,서울특별시 서초구 강남대로12길 44
351,잠원동주민센터,서울특별시 서초구 나루터로 38,서울특별시 서초구 나루터로 38
352,금호1가동주민센터,서울특별시 성동구 행당로 15 (금호동1가),서울특별시 성동구 행당로 15 
353,금호2-3가동주민센터,서울특별시 성동구 무수막18길 1 (금호동2가),서울특별시 성동구 무수막18길 1 
354,금호4가동주민센터,서울특별시 성동구 독서당로46길 26 (금호동4가),서울특별시 성동구 독서당로46길 26 
355,마장동주민센터,서울특별시 성동구 마장로42길 11 (마장동),서울특별시 성동구 마장로42길 11 
356,사근동주민센터,서울특별시 성동구 사근동길 45-8 (사근동),서울특별시 성동구 사근동길 45-8 
357,성수1가1동주민센터,서울특별시 성동구 뚝섬로3길 18 (성수동1가),서울특별시 성동구 뚝섬로3길 18 
358,성수1가2동주민센터,서울특별시 성동구 왕십리로5길 3 (성수동1가),서울특별시 성동구 왕십리로5길 3 
359,성수2가1동주민센터,서울특별시 성동구 뚝섬로 385-19 (성수동2가),서울특별시 성동구 뚝섬로 385-19 
360,성수2가3동주민센터,서울특별시 성동구 광나루로2길 35 (성수동2가),서울특별시 성동구 광나루로2길 35 
361,송정동주민센터,서울특별시 성동구 동일로43길 13 (송정동),서울특별시 성동구 동일로43길 13 
362,옥수동주민센터,서울특별시 성동구 독서당로 205-1 (옥수동),서울특별시 성동구 독서당로 205-1 
363,왕십리2동주민센터,서울특별시 성동구 무학봉길 69 (하왕십리동),서울특별시 성동구 무학봉길 69 
364,왕십리도선동주민센터,서울특별시 성동구 마장로 141 (상왕십리동),서울특별시 성동구 마장로 141 
365,용답동주민센터,서울특별시 성동구 용답중앙23길 20 (용답동),서울특별시 성동구 용답중앙23길 20 
366,응봉동주민센터,서울특별시 성동구 독서당로 424 (응봉동),서울특별시 성동구 독서당로 424 
367,행당1동주민센터,서울특별시 성동구 고산자로10길 18 (행당동),서울특별시 성동구 고산자로10길 18 
368,행당2동주민센터,서울특별시 성동구 행당로9길 9 (행당동),서울특별시 성동구 행당로9길 9 
369,길음1동주민센터,서울특별시 성북구 길음로 92 (길음동),서울특별시 성북구 길음로 92 
370,길음제2동주민센터,서울특별시 성북구 삼양로2길 70 (길음동),서울특별시 성북구 삼양로2길 70 
371,돈암1동주민센터,서울특별시 성북구 정릉로 394 (돈암동),서울특별시 성북구 정릉로 394 
372,방배1동주민센터,서울특별시 서초구 효령로29길 43,서울특별시 서초구 효령로29길 43
373,방배2동주민센터,서울특별시 서초구 청두곶길 36,서울특별시 서초구 청두곶길 36
374,방배3동주민센터,서울특별시 서초구 방배로10길 10-20,서울특별시 서초구 방배로10길 10-20
375,방배4동주민센터,서울특별시 서초구 방배로173 (방배동),서울특별시 서초구 방배로173 
376,방배본동주민센터,서울특별시 서초구 동광로19길 38 (,서울특별시 서초구 동광로19길 38 (
377,서초1동주민센터,서울특별시 서초구 사임당로 89,서울특별시 서초구 사임당로 89
378,서초2동주민센터,서울특별시 서초구 서초대로 70길 51,서울특별시 서초구 서초대로 70길 51
379,수궁동주민센터,서울특별시 구로구 오리로15길 32 (수궁동주민센터)),서울특별시 구로구 오리로15길 32 
380,신도림동주민센터,서울특별시 구로구 신도림로 40 (신도림동주민센터),서울특별시 구로구 신도림로 40 
381,오류1동주민센터,서울특별시 구로구 경인로 221 (오류1동주민센터)),서울특별시 구로구 경인로 221 
382,오류2동주민센터,서울특별시 구로구 오류로 45 (오류2동주민센터),서울특별시 구로구 오류로 45 
383,가산동주민센터,서울특별시 금천구 가산로 129 (가산동),서울특별시 금천구 가산로 129 
384,독산1동주민센터,서울특별시 금천구 시흥대로123길 11 (독산동),서울특별시 금천구 시흥대로123길 11 
385,독산2동주민센터,서울특별시 금천구 범안로 1240 (독산동),서울특별시 금천구 범안로 1240 
386,독산3동주민센터,서울특별시 금천구 독산로 317 (독산동),서울특별시 금천구 독산로 317 
387,독산4동주민센터,서울특별시 금천구 독산로 232 (독산동),서울특별시 금천구 독산로 232 
388,시흥1동주민센터,서울특별시 금천구 시흥대로58길 36 (시흥동),서울특별시 금천구 시흥대로58길 36 
389,시흥2동주민센터,서울특별시 금천구 금하로 764 (시흥동. 금천종합복지타운),서울특별시 금천구 금하로 764 
390,시흥3동주민센터,서울특별시 금천구 시흥대로18길 40 (시흥동),서울특별시 금천구 시흥대로18길 40 
391,시흥4동주민센터,서울특별시 금천구 독산로36길 14 (시흥동),서울특별시 금천구 독산로36길 14 
392,시흥5동주민센터,서울특별시 금천구 금하로21길 20 (시흥동),서울특별시 금천구 금하로21길 20 
393,공릉1동주민센터,서울특별시 노원구 동일로186길 3-24 (공릉동),서울특별시 노원구 동일로186길 3-24 
394,공릉2동주민센터,서울특별시 노원구 노원로1길 68 (공릉동),서울특별시 노원구 노원로1길 68 
395,상계10동주민센터,서울특별시 노원구 노원로 530 (상계동),서울특별시 노원구 노원로 530 
396,상계1동주민센터,서울특별시 노원구 동일로 1697 (상계동),서울특별시 노원구 동일로 1697 
397,상계2동주민센터,서울특별시 노원구 상계로23길 17 (상계동),서울특별시 노원구 상계로23길 17 
398,상계3.4동주민센터,서울특별시 노원구 덕릉로 859 (상계동),서울특별시 노원구 덕릉로 859 
399,상계5동주민센터,서울특별시 노원구 한글비석로 434 (상계동),서울특별시 노원구 한글비석로 434 
400,상계6.7동주민센터,서울특별시 노원구 노원로 429 (상계동),서울특별시 노원구 노원로 429 
401,상계8동주민센터,서울특별시 노원구 동일로227길 97 (상계동),서울특별시 노원구 동일로227길 97 
402,상계9동주민센터,서울특별시 노원구 한글비석로 487 (상계동),서울특별시 노원구 한글비석로 487 
403,월계1동주민센터,서울특별시 노원구 석계로 59 (월계동),서울특별시 노원구 석계로 59 
404,월계2동주민센터,서울특별시 노원구 초안산로5길 28 (월계동),서울특별시 노원구 초안산로5길 28 
405,월계3동주민센터,서울특별시 노원구 마들로 57 (월계동),서울특별시 노원구 마들로 57 
406,중계1동주민센터,서울특별시 노원구 한글비석로 279 (중계동),서울특별시 노원구 한글비석로 279 
407,성내3동주민센터,서울특별시 강동구 강동대로53길 76 (성내동),서울특별시 강동구 강동대로53길 76 
408,암사1동주민센터,서울특별시 강동구 올림픽로98가길 57 (암사동),서울특별시 강동구 올림픽로98가길 57 
409,암사2동주민센터,서울특별시 강동구 상암로3길 28 (암사동),서울특별시 강동구 상암로3길 28 
410,암사3동주민센터,서울특별시 강동구 고덕로 137 (암사동),서울특별시 강동구 고덕로 137 
411,천호1동주민센터,서울특별시 강동구 구천면로42길 59 (천호동),서울특별시 강동구 구천면로42길 59 
412,천호2동주민센터,서울특별시 강동구 올림픽로 698 (천호동),서울특별시 강동구 올림픽로 698 
413,천호3동주민센터,서울특별시 강동구 진황도로23길 7 (천호동),서울특별시 강동구 진황도로23길 7 
414,미아동주민센터,서울특별시 강북구 솔매로49길 14 1층,서울특별시 강북구 솔매로49길 14 1층
415,번1동주민센터,서울특별시 강북구 덕릉로41길 74,서울특별시 강북구 덕릉로41길 74
416,번2동주민센터,서울특별시 강북구 한천로 897,서울특별시 강북구 한천로 897
417,번3동주민센터,서울특별시 강북구 한천로105길 21,서울특별시 강북구 한천로105길 21
418,삼각산동주민센터,서울특별시 강북구 삼양로19길 102,서울특별시 강북구 삼양로19길 102
419,삼양동주민센터,서울특별시 강북구 삼양로 268,서울특별시 강북구 삼양로 268
420,송중동주민센터,서울특별시 강북구 오패산로 162,서울특별시 강북구 오패산로 162
421,송천동주민센터,서울특별시 강북구 솔샘로 284,서울특별시 강북구 솔샘로 284
422,수유1동주민센터,서울특별시 강북구 삼양로 299,서울특별시 강북구 삼양로 299
423,수유2동주민센터,서울특별시 강북구 한천로 1117,서울특별시 강북구 한천로 1117
424,수유3동주민센터,서울특별시 강북구 노해로 36,서울특별시 강북구 노해로 36
425,우이동주민센터,서울특별시 강북구 삼양로139길 49,서울특별시 강북구 삼양로139길 49
426,인수동주민센터,서울특별시 강북구 인수봉로 255,서울특별시 강북구 인수봉로 255
427,가양1동주민센터,서울특별시 강서구 허준로 30 (가양동),서울특별시 강서구 허준로 30 
428,가양2동주민센터,서울특별시 강서구 허준로 93 (가양동),서울특별시 강서구 허준로 93 
429,신림동주민센터,서울특별시 관악구 신림동길 14,서울특별시 관악구 신림동길 14
430,신사동주민센터,서울특별시 관악구 조원로 142,서울특별시 관악구 조원로 142
431,신원동주민센터,서울특별시 관악구 신원로3길 13-6,서울특별시 관악구 신원로3길 13-6
432,은천동주민센터,서울특별시 관악구 봉천로33나길 30,서울특별시 관악구 봉천로33나길 30
433,인헌동주민센터,서울특별시 관악구 남부순환로246가길 20,서울특별시 관악구 남부순환로246가길 20
434,조원동주민센터,서울특별시 관악구 조원로12길 25,서울특별시 관악구 조원로12길 25
435,중앙동주민센터,서울특별시 관악구 양녕로6다길 7,서울특별시 관악구 양녕로6다길 7
436,청룡동주민센터,서울특별시 관악구 쏙고개로 44,서울특별시 관악구 쏙고개로 44
437,청림동주민센터,서울특별시 관악구 관악로 40길 39,서울특별시 관악구 관악로 40길 39
438,행운동주민센터,서울특별시 관악구 행운1길 43,서울특별시 관악구 행운1길 43
439,광장동주민센터,서울특별시 광진구 광장로 52 (광장동),서울특별시 광진구 광장로 52 
440,구의1동주민센터,서울특별시 광진구 광나루로36길 56 (구의동),서울특별시 광진구 광나루로36길 56 
441,구의2동주민센터,서울특별시 광진구 천호대로136길 55 (구의동),서울특별시 광진구 천호대로136길 55 
442,구의3동주민센터,서울특별시 광진구 강변역로 17 (구의동),서울특별시 광진구 강변역로 17 
443,군자동주민센터,서울특별시 광진구 군자로 151 (군자동),서울특별시 광진구 군자로 151 
444,능동주민센터,서울특별시 광진구 천호대로112길 55 (능동),서울특별시 광진구 천호대로112길 55 
445,자양1동주민센터,서울특별시 광진구 자양로13길 37 (자양동),서울특별시 광진구 자양로13길 37 
446,자양2동주민센터,서울특별시 광진구 자양로3가길 26 (자양동),서울특별시 광진구 자양로3가길 26 
447,자양3동주민센터,서울특별시 광진구 뚝섬로 568 (자양동),서울특별시 광진구 뚝섬로 568 
448,자양제4동주민센터,서울특별시 광진구 뚝섬로 26길 58 (자양동),서울특별시 광진구 뚝섬로 26길 58 
449,중곡1동주민센터,서울특별시 광진구 긴고랑로12길 49 (중곡동),서울특별시 광진구 긴고랑로12길 49 
450,중곡2동주민센터,서울특별시 광진구 능동로 345 (중곡2동),서울특별시 광진구 능동로 345 
451,중곡3동주민센터,서울특별시 광진구 동일로 76가길 28 (중곡동),서울특별시 광진구 동일로 76가길 28 
452,중곡4동주민센터,서울특별시 광진구 긴고랑로 131 (중곡4동),서울특별시 광진구 긴고랑로 131 
453,화양동주민센터,서울특별시 광진구 능동로17길 39 (화양동),서울특별시 광진구 능동로17길 39 
454,가리봉동주민센터,서울특별시 구로구 디지털로26길 5 (가리봉동주민센터),서울특별시 구로구 디지털로26길 5 
455,개봉1동주민센터,서울특별시 구로구 경인로 33길 51 (개봉1동주민센터),서울특별시 구로구 경인로 33길 51 
456,개봉2동주민센터,서울특별시 구로구 개봉로16가길 17 (개봉2동주민센터),서울특별시 구로구 개봉로16가길 17 
457,개봉3동주민센터,서울특별시 구로구 개봉로3길 47-5 (개봉3동주민센터),서울특별시 구로구 개봉로3길 47-5 
458,고척1동주민센터,서울특별시 구로구 중앙로3길 18-8 (고척1동주민센터),서울특별시 구로구 중앙로3길 18-8 
459,고척2동주민센터,서울특별시 구로구 중앙로15길 22 (고척2동주민센터),서울특별시 구로구 중앙로15길 22 
460,구로1동주민센터,서울특별시 구로구 구일로4길 57 (구로1동주민센터),서울특별시 구로구 구일로4길 57 
461,구로2동주민센터,서울특별시 구로구 구로동로 141 (구로2동주민센터)),서울특별시 구로구 구로동로 141 
462,구로3동주민센터,서울특별시 구로구 디지털로31길 109 (구로동3동주민센터),서울특별시 구로구 디지털로31길 109 
463,구로4동주민센터,서울특별시 구로구 구로동로28길 94 (구로동4동주민센터),서울특별시 구로구 구로동로28길 94 
464,구로5동주민센터,서울특별시 구로구 구로중앙로28길 66 (구로5동주민센터),서울특별시 구로구 구로중앙로28길 66 
465,가양3동주민센터,서울특별시 강서구 허준로 202 (가양동),서울특별시 강서구 허준로 202 
466,공항동주민센터,서울특별시 강서구 송정로 45 (공항동),서울특별시 강서구 송정로 45 
467,등촌1동주민센터,서울특별시 강서구 공항대로53가길 55 (등촌동),서울특별시 강서구 공항대로53가길 55 
468,등촌2동주민센터,서울특별시 강서구 등촌 143 (등촌동),서울특별시 강서구 등촌 143 
469,등촌3동주민센터,서울특별시 강서구 화곡로63길 96 (등촌동),서울특별시 강서구 화곡로63길 96 
470,발산1동주민센터,서울특별시 강서구 강서로47길 54 (내발산동),서울특별시 강서구 강서로47길 54 
471,방화1동주민센터,서울특별시 강서구 방화동로 124-1 (방화동),서울특별시 강서구 방화동로 124-1 
472,방화2동주민센터,서울특별시 강서구 개화동로 23길 20 (방화동),서울특별시 강서구 개화동로 23길 20 
473,중계23동주민센터,서울특별시 노원구 노원로17길 56 (중계동),서울특별시 노원구 노원로17길 56 
474,중계4동주민센터,서울특별시 노원구 덕릉로82길 50 (중계동),서울특별시 노원구 덕릉로82길 50 
475,중계본동주민센터,서울특별시 노원구 중계로 143 (중계동),서울특별시 노원구 중계로 143 
476,하계1동주민센터,서울특별시 노원구 노원로 261 (하계동),서울특별시 노원구 노원로 261 
477,하계2동주민센터,서울특별시 노원구 공릉로55길 88 (하계동),서울특별시 노원구 공릉로55길 88 
478,도봉1동주민센터,서울특별시 도봉구 도봉로169나길 22 (도봉동),서울특별시 도봉구 도봉로169나길 22 
479,도봉2동주민센터,서울특별시 도봉구 마들로 668 (도봉동),서울특별시 도봉구 마들로 668 
480,방학1동주민센터,서울특별시 도봉구 방학로2길 27 (방학동),서울특별시 도봉구 방학로2길 27 
481,방학2동주민센터,서울특별시 도봉구 시루봉로 226 (방학동),서울특별시 도봉구 시루봉로 226 
482,방학3동주민센터,서울특별시 도봉구 시루봉로 94 (방학동),서울특별시 도봉구 시루봉로 94 
483,쌍문1동주민센터,서울특별시 도봉구 노해로 147 (쌍문동),서울특별시 도봉구 노해로 147 
484,쌍문2동주민센터,서울특별시 도봉구 방학로3길 117 (쌍문동),서울특별시 도봉구 방학로3길 117 
485,쌍문3동주민센터,서울특별시 도봉구 노해로44길 9 (쌍문동),서울특별시 도봉구 노해로44길 9 
486,쌍문4동주민센터,서울특별시 도봉구 시루봉로 62-7 ( 쌍문동),서울특별시 도봉구 시루봉로 62-7 
487,창1동주민센터,서울특별시 도봉구 해등로 46 (창동),서울특별시 도봉구 해등로 46 
488,창2동주민센터,서울특별시 도봉구 덕릉로59길 73-3 (창동),서울특별시 도봉구 덕릉로59길 73-3 
489,창3동주민센터,서울특별시 도봉구 덕릉로62길 89 (창동),서울특별시 도봉구 덕릉로62길 89 
490,창4동주민센터,서울특별시 도봉구 노해로 390 (창동),서울특별시 도봉구 노해로 390 
491,창5동주민센터,서울특별시 도봉구 도봉로136나길 20 (창동),서울특별시 도봉구 도봉로136나길 20 
492,답십리1동주민센터,서울특별시 동대문구 고미술로 12 (답십리동 혜민빌딩23층),서울특별시 동대문구 고미술로 12 
493,답십리2동주민센터,서울특별시 동대문구 한천로11길 18 (답십리동),서울특별시 동대문구 한천로11길 18 
494,용신동주민센터,서울특별시 동대문구 천호대로27길 35 (용두동),서울특별시 동대문구 천호대로27길 35 
495,이문1동주민센터,서울특별시 동대문구 외대역동로 114-1 (이문동),서울특별시 동대문구 외대역동로 114-1 
496,이문2동주민센터,서울특별시 동대문구 신이문로 27-5 (이문동),서울특별시 동대문구 신이문로 27-5 
497,장안1동주민센터,서울특별시 동대문구 한천로18길 52 (장안동),서울특별시 동대문구 한천로18길 52 
498,장안2동주민센터,서울특별시 동대문구 사가정로 230-1 (장안동),서울특별시 동대문구 사가정로 230-1 
499,전농1동주민센터,서울특별시 동대문구 서울시립대로9길 21 (전농동),서울특별시 동대문구 서울시립대로9길 21 
500,방화3동주민센터,서울특별시 강서구 금낭화로24길 5 (방화동),서울특별시 강서구 금낭화로24길 5 
501,염창동주민센터,서울특별시 강서구 양천로67가길 63 (염창동),서울특별시 강서구 양천로67가길 63 
502,우장산동주민센터,서울특별시 강서구 우현로 34 (화곡동),서울특별시 강서구 우현로 34 
503,화곡1동주민센터,서울특별시 강서구 곰달래로 79 (화곡동),서울특별시 강서구 곰달래로 79 
504,화곡2동주민센터,서울특별시 강서구 곰달래로37길 13 (화곡동),서울특별시 강서구 곰달래로37길 13 
505,화곡3동주민센터,서울특별시 강서구 강서로33가길 17 (화곡동),서울특별시 강서구 강서로33가길 17 
506,화곡4동주민센터,서울특별시 강서구 곰달래로57가길 26 (화곡동),서울특별시 강서구 곰달래로57가길 26 
507,화곡6동주민센터,서울특별시 강서구 화곡로 312 (화곡동),서울특별시 강서구 화곡로 312 
508,화곡8동주민센터,서울특별시 강서구 곰달래로25길 45 (화곡동),서울특별시 강서구 곰달래로25길 45 
509,화곡본동주민센터,서울특별시 강서구 초록마을로5길 29 (화곡동),서울특별시 강서구 초록마을로5길 29 
510,낙성대동주민센터,서울특별시 관악구 낙성대로4가길 5,서울특별시 관악구 낙성대로4가길 5
511,난곡동주민센터,서울특별시 관악구 난곡로30길 40,서울특별시 관악구 난곡로30길 40
512,난향동주민센터,서울특별시 관악구 난곡로 67,서울특별시 관악구 난곡로 67
513,남현동주민센터,서울특별시 관악구 남현1가길 29,서울특별시 관악구 남현1가길 29
514,대학동주민센터,서울특별시 관악구 신림로 111,서울특별시 관악구 신림로 111
515,미성동주민센터,서울특별시 관악구 난곡로 249,서울특별시 관악구 난곡로 249
516,보라매동주민센터,서울특별시 관악구 봉천로 279-8,서울특별시 관악구 봉천로 279-8
517,삼성동주민센터,서울특별시 관악구 호암로 589,서울특별시 관악구 호암로 589
518,서림동주민센터,서울특별시 관악구 신림로29길 6,서울특별시 관악구 신림로29길 6
519,서원동주민센터,서울특별시 관악구 신림로 282,서울특별시 관악구 신림로 282
520,성현동주민센터,서울특별시 관악구 구암길 38,서울특별시 관악구 구암길 38
